Reproduction	Support	Langue	Contenu	Bibliographie	Description physique	Nombre de feuillets	Nom BNF	Dimensions	Cote actuelle
	Volume en papier.	Manuscrit en latin	Des qualités chrétiennes du jugement. " Si juste judicas, justum judicem honoras... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 106
	Volume en papier.	Manuscrit en latin	" Augustinus, de civitate Dei, libro XV, cap. VI. Spiritus sanctus operatur intrinsecus ut valeat aliquid... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 106 v°
	Volume en papier.	Manuscrit en latin	" Versus proverbiales et alii collecti ex pluribus. "Environ 460 vers.Letificat multum grandis promissio stultum./Heret ocellus ibi res ubi cara tibi./Plus valet " hoc tribuo " quam tribuenda duo./Sepe nocet qui plura docet, quia vix retinentur ;/Excoquitur quicquid capitur cum pauca docentur.	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 107
	Volume en papier.	Manuscrit en latin	" Diffiniciones diversorum. Proverbium est generalis sententia cui consuetudo fidem attribuit... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 114
	Volume en papier.	Manuscrit en latin	" Virtutes anime. Caritas est mentis affectus ad Deum et proximum ferventer et ordinate porrectus... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 114
	Volume en papier.	Manuscrit en latin	" Incipiunt flores auctorum. " 149 vers.Res est solliciti plena timoris amor./Fallar et hic crimen tenues vanescat in auras./Non venit ante suam nostra querela diem.	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 115
	Volume en papier.	Manuscrit en latin	" Proverbia Ovidii de Ponto. "Sepe levant penas ereptaque lumina reddunt.	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 117 v°
	Volume en papier.	Manuscrit en latin	" Proverbia Ovidii de Tristibus. "Ne quod non opus est forte loquare cave.	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 120 v°
	Volume en papier.	Manuscrit en latin	" Incipiunt proverbia Ovidii Magni. "Nulli sua fortuna manebat./Sanctius hiis animal mentisque capacius alte.	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 124 v°
	Volume en papier.	Manuscrit en latin	" Incipiunt proverbia secundi libri. "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 126
	Volume en papier.	Manuscrit en latin	" Incipiunt tercii libri proverbia. "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 127 v°
Microfilm en noir et blanc. Cote de consultation en salle de lecture : MF 13933. Cote de la matrice (pour commander une reproduction) :R 16248	Volume en papier.	Manuscrit en latin	Ces extraits s'arrêtent au bas de ce fol., au vers :Inscribit facies ; Jovis est regalis ymago.	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 129 v°
